logtick,degree,cmX,setspeed,reserved1,reserved2,reserved3
3661854,174.32858214553636,-4.738641990984696,-4860.08203125,12.096729278564453,12.209367752075195,3.0426080226898193,40.0
3661874,-171.8979744936234,-4.738641990984696,-4860.08203125,12.086647987365723,12.209003448486328,-3.00018572807312,40.0
3661894,-158.30457614403602,-4.738641990984696,-4860.08203125,12.41313648223877,11.389262199401855,-2.7629361152648926,40.0
3661914,-145.7014253563391,-4.738641990984696,-4860.08203125,12.649820327758789,11.117308616638184,-2.5429697036743164,40.0
3661934,-132.2880720180045,-4.748317567138592,-4860.08203125,12.395014762878418,10.998376846313477,-2.3088624477386475,40.0
3661954,-120.22505626406601,-4.748317567138592,-4860.08203125,12.17578125,10.636970520019531,-2.098323345184326,40.0
3661974,-109.42235558889722,-4.748317567138592,-4860.08203125,12.681180953979492,9.440109252929688,-1.9097803831100464,40.0
3661994,-98.25956489122281,-4.748317567138592,-4860.08203125,12.857783317565918,9.30839729309082,-1.7149529457092285,40.0
3662014,-88.5371342835709,-4.748317567138592,-4860.08203125,12.717656135559082,8.913025856018066,-1.545264482498169,40.0
3662034,-79.71492873218304,-4.748317567138592,-4860.08203125,12.668115615844727,7.507171630859375,-1.3912880420684814,40.0
3662054,-71.70292573143286,-4.748317567138592,-4860.08203125,13.128852844238281,6.403941631317139,-1.2514522075653076,40.0
3662074,-64.50112528132033,-4.748317567138592,-4860.08203125,13.500988960266113,6.170181751251221,-1.1257569789886475,40.0
3662094,-58.01950487621906,-4.748317567138592,-4860.08203125,13.391600608825684,5.885678291320801,-1.0126314163208008,40.0
3662114,-52.618154538634656,-4.748317567138592,-4860.08203125,13.525398254394531,4.714900970458984,-0.9183601140975952,40.0
3662134,-47.39684921230307,-4.748317567138592,-4860.08203125,13.73516845703125,3.6216206550598145,-0.8272311091423035,40.0
3662154,-42.98574643660916,-4.748317567138592,-4860.08203125,13.953927040100098,3.4943056106567383,-0.7502428889274597,40.0
3662174,-39.20480120030007,-4.748317567138592,-4860.08203125,13.854718208312988,3.14241623878479,-0.6842528581619263,40.0
3662194,-35.96399099774945,-4.748317567138592,-4860.08203125,13.853127479553223,3.0263638496398926,-0.6276900172233582,40.0
3662214,-33.263315828957246,-4.748317567138592,-4860.08203125,13.81658935546875,2.6662962436676025,-0.5805544257164001,40.0
3662234,-31.01275318829707,-4.748317567138592,-4860.08203125,13.902910232543945,2.624358892440796,-0.5412746667861938,40.0
3662254,-29.212303075768943,-4.748317567138592,-4860.08203125,13.940796852111816,1.5711698532104492,-0.5098509192466736,40.0
3662274,-27.861965491372843,-4.748317567138592,-4860.08203125,13.966461181640625,1.4551708698272705,-0.4862830340862274,40.0
3662294,-26.961740435108766,-4.748317567138592,-4860.08203125,13.952147483825684,0.38985374569892883,-0.4705711305141449,40.0
3662314,-26.421605401350348,-4.748317567138592,-4860.08203125,13.9462890625,0.038295160979032516,-0.46114403009414673,40.0
3662334,-26.241560390097533,-4.748317567138592,-4860.08203125,13.953720092773438,5.801726388199313e-07,-0.45800161361694336,40.0
3662354,-26.421605401350348,-4.748317567138592,-4860.08203125,13.955144882202148,-0.11478812992572784,-0.46114403009414673,40.0
3662374,-27.051762940735188,-4.748317567138592,-4860.08203125,13.938542366027832,-1.1719518899917603,-0.47214236855506897,40.0
3662394,-27.951987996999236,-4.748317567138592,-4860.08203125,13.966842651367188,-1.209933876991272,-0.4878542721271515,40.0
3662414,-29.39234808702176,-4.748317567138592,-4860.08203125,13.978716850280762,-1.5586092472076416,-0.5129932165145874,40.0
3662434,-31.192798199549884,-4.748317567138592,-4860.08203125,13.941560745239258,-1.6858575344085693,-0.5444170832633972,40.0
3662454,-33.44336084021006,-4.748317567138592,-4860.08203125,13.894283294677734,-2.6630399227142334,-0.583696722984314,40.0
3662474,-36.144036009002264,-4.748317567138592,-4860.08203125,13.839674949645996,-3.0138487815856934,-0.6308324337005615,40.0
3662494,-39.29482370592649,-4.748317567138592,-4860.08203125,13.814103126525879,-3.0275447368621826,-0.6858240365982056,40.0
3662514,-43.075768942235555,-4.748317567138592,-4860.08203125,13.941485404968262,-3.4902091026306152,-0.7518140077590942,40.0
3662534,-47.39684921230307,-4.748317567138592,-4860.08203125,13.785594940185547,-4.323608875274658,-0.8272311091423035,40.0
3662554,-52.34808702175543,-4.748317567138592,-4860.08203125,13.750199317932129,-4.701045989990234,-0.9136465191841125,40.0
3662574,-58.01950487621906,-4.748317567138592,-4860.08203125,13.465693473815918,-5.80411434173584,-1.0126314163208008,40.0
3662594,-64.32108027006751,-4.748317567138592,-4860.08203125,13.464816093444824,-5.924427032470703,-1.1226147413253784,40.0
3662614,-71.43285821455363,-4.748317567138592,-4860.08203125,13.150980949401855,-6.322627067565918,-1.2467386722564697,40.0
3662634,-79.35483870967742,-4.748317567138592,-4860.08203125,13.190771102905273,-7.46611213684082,-1.3850032091140747,40.0
3662654,-88.08702175543885,-4.748317567138592,-4860.08203125,12.84610652923584,-7.855898857116699,-1.5374085903167725,40.0
3662674,-97.53938484621155,-4.748317567138592,-4860.08203125,12.445768356323242,-7.975123405456543,-1.7023833990097046,40.0
3662694,-107.89197299324832,-4.748317567138592,-4860.08203125,12.641557693481445,-9.414652824401855,-1.8830702304840088,40.0
3662714,-119.05476369092273,-4.748317567138592,-4860.08203125,12.619279861450195,-9.787397384643555,-2.077897548675537,40.0
3662734,-130.9377344336084,-4.748317567138592,-4860.08203125,12.384689331054688,-10.879389762878418,-2.285294532775879,40.0
3662754,-143.4508627156789,-4.748317567138592,-4860.08203125,11.776769638061523,-12.051061630249023,-2.503690004348755,40.0
3662774,-156.41410352588147,-4.748317567138592,-4860.08203125,11.430896759033203,-12.089401245117188,-2.7299413681030273,40.0
3662794,-169.73743435858964,-4.748317567138592,-4860.08203125,11.12161922454834,-12.178434371948242,-2.962476968765259,40.0
3662814,176.84921230307577,-4.748317567138592,-4860.08203125,11.886992454528809,-11.388195037841797,3.0866010189056396,40.0
3662834,163.43585896474116,-4.748317567138592,-4860.08203125,11.62215805053711,-11.359663009643555,2.85249400138855,40.0
3662854,150.92273068267065,-4.748317567138592,-4860.08203125,12.096317291259766,-11.349984169006348,2.634098529815674,40.0
3662874,137.59939984996248,-4.748317567138592,-4860.08203125,11.918448448181152,-10.998421669006348,2.401562452316284,40.0
3662894,125.536384096024,-4.748317567138592,-4860.08203125,11.531242370605469,-10.611673355102539,2.191023349761963,40.0
3662914,114.10352588147038,-4.748317567138592,-4860.08203125,11.982428550720215,-10.484097480773926,1.9914822578430176,40.0
3662934,103.5708927231808,-4.748317567138592,-4860.08203125,12.533803939819336,-8.36187744140625,1.8076531887054443,40.0
3662954,93.7584396099025,-4.748317567138592,-4860.08203125,12.41476821899414,-7.972072601318359,1.6363935470581055,40.0
3662974,84.84621155288824,-4.748317567138592,-4860.08203125,12.144368171691895,-7.507197380065918,1.4808458089828491,40.0
3662994,76.74418604651163,-4.748317567138592,-4860.08203125,12.512100219726562,-7.376775741577148,1.339438796043396,40.0
3663014,69.5423855963991,-4.748317567138592,-4860.08203125,12.841497421264648,-6.246891498565674,1.2137436866760254,40.0
3663034,63.06076519129783,-4.748317567138592,-4860.08203125,13.058467864990234,-5.886589050292969,1.1006180047988892,40.0
3663054,57.38934733683422,-4.748317567138592,-4860.08203125,13.072063446044922,-4.71368408203125,1.0016331672668457,40.0
3663074,52.43810952738184,-4.748317567138592,-4860.08203125,13.015656471252441,-4.353198051452637,0.9152176976203918,40.0
3663094,48.20705176294072,-4.748317567138592,-4860.08203125,13.496827125549316,-3.4912028312683105,0.8413717746734619,40.0
3663114,44.60615153788447,-4.748317567138592,-4860.08203125,13.2758207321167,-3.1409904956817627,0.7785242795944214,40.0
3663134,41.63540885221306,-4.748317567138592,-4860.08203125,13.293150901794434,-2.752899646759033,0.7266749739646912,40.0
3663154,39.29482370592649,-4.748317567138592,-4860.08203125,13.34225082397461,-1.5838563442230225,0.6858240365982056,40.0
3663174,37.40435108777194,-4.748317567138592,-4860.08203125,13.330141067504883,-1.5703089237213135,0.6528290510177612,40.0
3663194,36.05401350337584,-4.748317567138592,-4860.08203125,13.35474967956543,-1.4436155557632446,0.6292612552642822,40.0
3663214,35.24381095273819,-4.748317567138592,-4860.08203125,13.388172149658203,-1.092005729675293,0.6151205897331238,40.0
3663234,34.97374343585898,-4.748317567138592,-4860.08203125,13.394445419311523,-0.004121519159525633,0.6104069948196411,40.0
3663254,35.153788447111765,-4.748317567138592,-4860.08203125,13.383247375488281,0.03784662485122681,0.6135493516921997,40.0
3663274,35.873968492123026,-4.748317567138592,-4860.08203125,13.355450630187988,1.0951391458511353,0.6261188983917236,40.0
3663294,37.04426106526631,-4.748317567138592,-4860.08203125,13.38292407989502,0.5058526396751404,0.646544337272644,40.0
3663314,38.754688672168044,-4.748317567138592,-4860.08203125,13.354508399963379,1.5712151527404785,0.6763969659805298,40.0
3663334,40.9152288072018,-4.748317567138592,-4860.08203125,13.399733543395996,1.9315211772918701,0.714105486869812,40.0
3663354,43.88597149287321,-4.748317567138592,-4860.08203125,13.407294273376465,3.1002326011657715,0.7659546732902527,40.0
3663374,47.21680420105025,-4.748317567138592,-4860.08203125,13.302515983581543,3.1422128677368164,0.8240886926651001,40.0
3663394,51.267816954238555,-4.748317567138592,-4860.08203125,13.356224060058594,3.502709150314331,0.8947922587394714,40.0
3663414,55.9489872468117,-4.748317567138592,-4860.08203125,13.363168716430664,3.648176670074463,0.9764940142631531,40.0
3663434,61.3503375843961,-4.748317567138592,-4860.08203125,13.056406021118164,4.726027488708496,1.0707653760910034,40.0
3663454,67.47186796699174,-4.748317567138592,-4860.08203125,13.003735542297363,5.103464603424072,1.1776063442230225,40.0
3663474,74.49362340585145,-4.748317567138592,-4860.08203125,12.685165405273438,7.336064338684082,1.300158977508545,40.0
3663494,82.14553638409603,-4.748317567138592,-4860.08203125,12.57496452331543,6.671601295471191,1.4337102174758911,40.0
3663514,90.69767441860466,-4.748317567138592,-4860.08203125,12.69931411743164,7.843544960021973,1.5829732418060303,40.0
3663534,100.06001500375095,-4.748317567138592,-4860.08203125,12.49716567993164,8.216230392456055,1.7463767528533936,40.0
3663554,110.23255813953489,-4.748317567138592,-4860.08203125,12.377196311950684,9.388872146606445,1.9239212274551392,40.0
3663574,121.21530382595648,-4.748317567138592,-4860.08203125,11.675996780395508,10.483892440795898,2.1156060695648193,40.0
3663594,132.82820705176294,-4.748317567138592,-4860.08203125,11.202120780944824,10.636868476867676,2.3182895183563232,40.0
3663614,144.4411102775694,-4.748317567138592,-4860.08203125,11.666677474975586,10.650819778442383,2.5209732055664062,40.0
3663634,157.85446361590397,-4.748317567138592,-4860.08203125,11.582449913024902,11.113069534301758,2.755080223083496,40.0
3663654,170.90772693173295,-4.748317567138592,-4860.08203125,11.527320861816406,11.350008964538574,2.982902765274048,40.0
3663674,-175.9489872468117,-4.748317567138592,-4860.08203125,11.1577730178833,11.117227554321289,-3.0708892345428467,40.0
3663694,-162.80570142535635,-4.748317567138592,-4860.08203125,11.572796821594238,11.35007095336914,-2.8414955139160156,40.0
3663714,-150.0225056264066,-4.748317567138592,-4860.08203125,10.781987190246582,11.007120132446289,-2.618386745452881,40.0
3663734,-137.6894223555889,-4.748317567138592,-4860.08203125,11.226737976074219,10.883211135864258,-2.4031338691711426,40.0
3663754,-125.98649662415605,-4.748317567138592,-4860.08203125,11.096223831176758,9.555736541748047,-2.1988792419433594,40.0
3663774,-114.91372843210803,-4.748317567138592,-4860.08203125,11.571430206298828,9.427241325378418,-2.0056228637695312,40.0
3663794,-104.56114028507126,-4.748317567138592,-4860.08203125,11.442218780517578,9.04037094116211,-1.8249362707138062,40.0
3663814,-95.10877719429857,-4.748317567138592,-4860.08203125,11.717177391052246,7.8600287437438965,-1.659961462020874,40.0
3663834,-86.46661665416354,-4.748317567138592,-4860.08203125,12.194113731384277,7.728728294372559,-1.509127140045166,40.0
3663854,-78.72468117029257,-4.748317567138592,-4860.08203125,12.318873405456543,6.322806358337402,-1.37400484085083,40.0
3663874,-71.79294823705926,-4.748317567138592,-4860.08203125,12.507508277893066,6.165909767150879,-1.253023386001587,40.0
3663894,-65.67141785446361,-4.748317567138592,-4860.08203125,12.362250328063965,5.770512104034424,-1.1461825370788574,40.0
3663914,-60.36009002250563,-4.748317567138592,-4860.08203125,12.579997062683105,4.675785064697266,-1.0534822940826416,40.0
3663934,-55.768942235558896,-4.748317567138592,-4860.08203125,12.615320205688477,4.314311504364014,-0.9733517169952393,40.0
3663954,-51.987996999249816,-4.748317567138592,-4860.08203125,12.770882606506348,3.142444372177124,-0.9073616862297058,40.0
3663974,-48.83720930232559,-4.748317567138592,-4860.08203125,12.779549598693848,2.050414562225342,-0.8523701429367065,40.0
3663994,-46.4066016504126,-4.748317567138592,-4860.08203125,12.737730979919434,1.93156099319458,-0.8099479675292969,40.0
3664014,-44.426106526631656,-4.748317567138592,-4860.08203125,12.764884948730469,1.5712283849716187,-0.7753818035125732,40.0
3664034,-43.16579144786198,-4.748317567138592,-4860.08203125,12.798133850097656,0.4763931632041931,-0.7533851861953735,40.0
3664054,-42.445611402850716,-4.748317567138592,-4860.08203125,12.777639389038086,1.0656800270080566,-0.7408156394958496,40.0
3664074,-42.355588897224294,-4.748317567138592,-4860.08203125,12.789690971374512,1.9144614782362623e-07,-0.7392445206642151,40.0
3664094,-42.89572393098274,-4.748317567138592,-4860.08203125,12.793695449829102,-0.3865956664085388,-0.7486716508865356,40.0
3664114,-43.97599399849963,-4.748317567138592,-4860.08203125,12.792814254760742,-1.219543218612671,-0.7675259113311768,40.0
3664134,-45.686421605401364,-4.748317567138592,-4860.08203125,12.787861824035645,-1.6857600212097168,-0.7973784804344177,40.0
3664154,-47.93698424606151,-4.748317567138592,-4860.08203125,12.828044891357422,-1.957794427871704,-0.836658239364624,40.0
3664174,-50.907726931732924,-4.748317567138592,-4860.08203125,12.659213066101074,-3.1031811237335205,-0.8885074853897095,40.0
3664194,-54.5086271567892,-4.748317567138592,-4860.08203125,12.60008716583252,-4.195084571838379,-0.9513550400733948,40.0
3664214,-58.73968492123031,-4.748317567138592,-4860.08203125,12.62998104095459,-3.532273769378662,-1.0252009630203247,40.0
3664234,-63.78094523630908,-4.748317567138592,-4860.08203125,12.362549781799316,-4.712196350097656,-1.113187551498413,40.0
3664254,-69.5423855963991,-4.748317567138592,-4860.08203125,12.23531436920166,-4.8408942222595215,-1.2137436866760254,40.0
3664274,-76.11402850712678,-4.748317567138592,-4860.08203125,12.201842308044434,-5.230624198913574,-1.3284404277801514,40.0
3664294,-83.58589647411853,-4.748317567138592,-4860.08203125,11.976350784301758,-7.375470161437988,-1.4588491916656494,40.0
3664314,-91.77794448612153,-4.748317567138592,-4860.08203125,11.968542098999023,-7.737079620361328,-1.6018273830413818,40.0
3664334,-100.8702175543886,-4.748317567138592,-4860.08203125,11.833847999572754,-8.909967422485352,-1.7605173587799072,40.0
3664354,-110.68267066766691,-4.748317567138592,-4860.08203125,11.523636817932129,-8.335052490234375,-1.9317771196365356,40.0
3664374,-121.3953488372093,-4.748317567138592,-4860.08203125,11.79150676727295,-9.774432182312012,-2.118748664855957,40.0
3664394,-132.73818454613655,-4.748317567138592,-4860.08203125,10.905559539794922,-10.59919548034668,-2.316718578338623,40.0
3664414,-144.71117779444862,-4.748317567138592,-4860.08203125,11.22261905670166,-10.985466003417969,-2.525686740875244,40.0
3664434,-157.13428357089273,-4.748317567138592,-4860.08203125,11.043835639953613,-10.99830150604248,-2.7425105571746826,40.0
3664454,-169.82745686421606,-4.748317567138592,-4860.08203125,10.723567962646484,-10.99953842163086,-2.964048147201538,40.0
3664474,177.2093023255814,-4.748317567138592,-4860.08203125,11.492630958557129,-11.347026824951172,3.092885971069336,40.0
3664494,164.33608402100526,-4.748317567138592,-4860.08203125,11.395188331604004,-11.346209526062012,2.8682057857513428,40.0
3664514,151.7329332333083,-4.748317567138592,-4860.08203125,10.99521541595459,-10.998414039611816,2.6482393741607666,40.0
3664534,140.2100525131283,-4.748317567138592,-4860.08203125,11.253246307373047,-10.613011360168457,2.447127103805542,40.0
3664554,128.0570142535634,-4.748317567138592,-4860.08203125,10.990511894226074,-9.466592788696289,2.235016345977783,40.0
3664574,117.07426856714176,-4.748317567138592,-4860.08203125,11.107908248901367,-9.42707633972168,2.0433316230773926,40.0
3664594,106.90172543135782,-4.748317567138592,-4860.08203125,11.45188045501709,-9.037731170654297,1.8657870292663574,40.0
3664614,97.53938484621153,-4.748317567138592,-4860.08203125,11.454992294311523,-7.970599174499512,1.7023833990097046,40.0
3664634,89.07726931732935,-4.748317567138592,-4860.08203125,11.622238159179688,-7.727361679077148,1.5546917915344238,40.0
3664654,81.51537884471117,-4.748317567138592,-4860.08203125,11.760272026062012,-6.284806251525879,1.4227118492126465,40.0
3664674,74.67366841710427,-4.748317567138592,-4860.08203125,11.678681373596191,-5.924396514892578,1.303301453590393,40.0
3664694,68.73218304576145,-4.748317567138592,-4860.08203125,11.954622268676758,-4.751840591430664,1.1996029615402222,40.0
3664714,63.51087771942986,-4.748317567138592,-4860.08203125,12.195858001708984,-4.67524528503418,1.1084740161895752,40.0
3664734,59.189797449362345,-4.748317567138592,-4860.08203125,12.087141990661621,-3.2613611221313477,1.0330568552017212,40.0
3664754,55.49887471867967,-4.748317567138592,-4860.08203125,12.16492748260498,-3.14225172996521,0.9686381220817566,40.0
3664774,52.618154538634656,-4.748317567138592,-4860.08203125,12.345274925231934,-1.961992859840393,0.9183601140975952,40.0
3664794,50.367591897974506,-4.748317567138592,-4860.08203125,12.284527778625488,-1.6859753131866455,0.8790803551673889,40.0
3664814,48.83720930232559,-4.748317567138592,-4860.08203125,12.275537490844727,-1.4551546573638916,0.8523701429367065,40.0
3664834,47.93698424606151,-4.748317567138592,-4860.08203125,12.32981014251709,-0.38675546646118164,0.836658239364624,40.0
3664854,47.666916729182304,-4.748317567138592,-4860.08203125,12.316896438598633,-0.00044924343819729984,0.8319445848464966,40.0
3664874,48.11702925731433,-4.748317567138592,-4860.08203125,12.32569408416748,1.0918570756912231,0.8398005962371826,40.0
3664894,49.1072768192048,-4.748317567138592,-4860.08203125,12.286369323730469,1.2108501195907593,0.8570837378501892,40.0
3664914,50.81770442610653,-4.748317567138592,-4860.08203125,12.2186918258667,1.573935866355896,0.8869362473487854,40.0
3664934,53.1582895723931,-4.748317567138592,-4860.08203125,12.188348770141602,2.7427847385406494,0.927787184715271,40.0
3664954,56.219054763690934,-4.748317567138592,-4860.08203125,12.287617683410645,3.138199806213379,0.9812076091766357,40.0
3664974,59.90997749437361,-4.748317567138592,-4860.08203125,12.173714637756348,3.257505416870117,1.0456264019012451,40.0
3664994,64.41110277569393,-4.748317567138592,-4860.08203125,12.089873313903809,4.585855484008789,1.1241858005523682,40.0
3665014,69.6324081020255,-4.748317567138592,-4860.08203125,12.004485130310059,4.713584899902344,1.2153148651123047,40.0
3665034,75.57389347336834,-4.748317567138592,-4860.08203125,11.866576194763184,5.103421211242676,1.3190133571624756,40.0
3665054,82.41560390097527,-4.748317567138592,-4860.08203125,11.740715980529785,6.272232532501221,1.4384236335754395,40.0
3665074,90.15753938484619,-4.748317567138592,-4860.08203125,11.535017967224121,7.456368446350098,1.573546051979065,40.0
3665094,98.61965491372843,-4.748317567138592,-4860.08203125,11.54311752319336,7.8179168701171875,1.7212376594543457,40.0
3665114,107.98199549887471,-4.748317567138592,-4860.08203125,11.094399452209473,8.946914672851562,1.884641408920288,40.0
3665134,118.06451612903226,-4.748317567138592,-4860.08203125,10.643697738647461,9.311071395874023,2.060614585876465,40.0
3665154,128.86721680420106,-4.748317567138592,-4860.08203125,10.610013008117676,9.464959144592285,2.249157428741455,40.0
3665174,140.39009752438108,-4.748317567138592,-4860.08203125,10.669129371643066,10.60855484008789,2.4502694606781006,40.0
3665194,152.36309077269317,-4.748317567138592,-4860.08203125,10.434476852416992,10.646904945373535,2.659237861633301,40.0
3665214,164.7861965491373,-4.748317567138592,-4860.08203125,10.342330932617188,10.998153686523438,2.8760616779327393,40.0
3665234,177.3893473368342,-4.748317567138592,-4860.08203125,10.285558700561523,10.998414993286133,3.0960283279418945,40.0
3665254,-169.91747936984245,-4.748317567138592,-4860.08203125,10.044590950012207,11.97327709197998,-2.9656195640563965,40.0
3665274,-157.49437359339834,-4.748317567138592,-4860.08203125,10.442654609680176,10.985771179199219,-2.748795509338379,40.0
3665294,-145.43135783945985,-4.748317567138592,-4860.08203125,10.416094779968262,10.611799240112305,-2.5382559299468994,40.0
3665314,-134.44861215303825,-4.748317567138592,-4860.08203125,10.77103328704834,9.546455383300781,-2.3465709686279297,40.0
3665334,-122.92573143285821,-4.748317567138592,-4860.08203125,10.863544464111328,9.416004180908203,-2.145458698272705,40.0
3665354,-113.11327831957989,-4.748317567138592,-4860.08203125,10.447891235351562,9.06665325164795,-1.9741992950439453,40.0
3665374,-103.21080270067517,-4.748317567138592,-4860.08203125,11.063220977783203,7.856398582458496,-1.8013683557510376,40.0
3665394,-94.56864216054014,-4.748317567138592,-4860.08203125,11.083266258239746,7.469270706176758,-1.6505342721939087,40.0
3665414,-86.82670667666916,-4.748317567138592,-4860.08203125,10.976242065429688,6.28903865814209,-1.5154118537902832,40.0
3665434,-79.89497374343586,-4.748317567138592,-4860.08203125,11.359610557556152,5.924473762512207,-1.39443039894104,40.0
3665454,-73.7734433608402,-4.748317567138592,-4860.08203125,11.627043724060059,5.770472049713135,-1.2875895500183105,40.0
3665474,-68.55213803450863,-4.748317567138592,-4860.08203125,11.46618938446045,4.597469329833984,-1.1964606046676636,40.0
3665494,-64.14103525881471,-4.748317567138592,-4860.08203125,11.563596725463867,3.2615647315979004,-1.1194723844528198,40.0
3665514,-60.45011252813204,-4.748317567138592,-4860.08203125,11.657923698425293,3.142251968383789,-1.0550535917282104,40.0
3665534,-57.56939234808702,-4.748317567138592,-4860.08203125,11.823356628417969,1.9620461463928223,-1.0047755241394043,40.0
3665554,-55.408852213053265,-4.748317567138592,-4860.08203125,11.799854278564453,1.57254958152771,-0.9670669436454773,40.0
3665574,-53.96849212303076,-4.748317567138592,-4860.08203125,11.765202522277832,0.4793107211589813,-0.9419278502464294,40.0
3665594,-53.1582895723931,-4.748317567138592,-4860.08203125,11.772994995117188,1.0657124519348145,-0.927787184715271,40.0
3665614,-53.068267066766694,-4.748317567138592,-4860.08203125,11.775158882141113,1.9195367428892496e-07,-0.9262160658836365,40.0
3665634,-53.698424606151534,-4.748317567138592,-4860.08203125,11.799769401550293,-0.36137184500694275,-0.9372143149375916,40.0
3665654,-55.048762190547635,-4.748317567138592,-4860.08203125,11.770791053771973,-1.533198356628418,-0.9607821702957153,40.0
3665674,-57.11927981995498,-4.748317567138592,-4860.08203125,11.783105850219727,-2.6617188453674316,-0.9969195127487183,40.0
3665694,-59.819954988747185,-4.748317567138592,-4860.08203125,11.629864692687988,-2.781984329223633,-1.0440552234649658,40.0
3665714,-63.33083270817704,-4.748317567138592,-4860.08203125,11.596814155578613,-3.2569589614868164,-1.105331540107727,40.0
3665734,-67.38184546136534,-4.748317567138592,-4860.08203125,11.721582412719727,-4.556431770324707,-1.1760350465774536,40.0
3665754,-72.60315078769692,-4.748317567138592,-4860.08203125,11.462261199951172,-4.712176322937012,-1.2671639919281006,40.0
3665774,-78.45461365341335,-4.748317567138592,-4860.08203125,11.579937934875488,-5.100155353546143,-1.3692913055419922,40.0
3665794,-85.11627906976744,-4.748317567138592,-4860.08203125,11.255489349365234,-6.246885299682617,-1.4855594635009766,40.0
3665814,-92.67816954238559,-4.748317567138592,-4860.08203125,11.2769136428833,-7.376650333404541,-1.6175392866134644,40.0
3665834,-101.0502625656414,-4.748317567138592,-4860.08203125,11.265060424804688,-7.843259811401367,-1.7636598348617554,40.0
3665854,-109.69242310577644,-4.748317567138592,-4860.08203125,10.812745094299316,-7.971068382263184,-1.9144940376281738,40.0
3665874,-120.13503375843962,-4.748317567138592,-4860.08203125,10.668184280395508,-9.299497604370117,-2.0967519283294678,40.0
3665894,-130.75768942235558,-4.748317567138592,-4860.08203125,10.435538291931152,-9.427177429199219,-2.2821524143218994,40.0
3665914,-142.10052513128284,-4.748317567138592,-4860.08203125,9.858572006225586,-10.521883010864258,-2.4801220893859863,40.0
3665934,-153.8934733683421,-4.748317567138592,-4860.08203125,9.972418785095215,-10.870646476745605,-2.685947895050049,40.0
