workspace,direction,force_n,torque_nm,elapsed_s,trial_elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_force_cmd_n,hinge_total_torque_nm,external_disturbance_torque_nm
ros2_pendulum_ws,positive,0.2000,0.080000,21.795,0.977,1.065875,-4.887290,0.011790,0.784732468,0.009554705,0.018603024,-0.852807,7,0.008210914,-0.006146142,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.846,1.028,1.092260,-5.010215,0.013039,0.784729022,0.008975566,0.019063532,-0.837720,7,0.009134242,-0.006323513,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.897,1.079,1.117046,-5.131241,0.014137,0.784725711,0.008432065,0.019496139,-0.822892,7,0.009938676,-0.006491910,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.948,1.130,1.140334,-5.250230,0.015065,0.784722536,0.007922470,0.019902575,-0.808367,7,0.010760360,-0.006682681,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,21.999,1.181,1.162213,-5.367067,0.015910,0.784719496,0.007443755,0.020284442,-0.793985,7,0.011254246,-0.006802522,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.050,1.232,1.182772,-5.481647,0.016615,0.784716589,0.006994806,0.020643264,-0.779828,7,0.011765040,-0.006946692,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.101,1.283,1.202092,-5.593888,0.017190,0.784713813,0.006573501,0.020980469,-0.765988,7,0.012182961,-0.007084131,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.153,1.335,1.220250,-5.703720,0.017642,0.784711164,0.006178096,0.021297378,-0.752434,7,0.012601545,-0.007238516,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.203,1.385,1.237317,-5.811086,0.018021,0.784708640,0.005807105,0.021595253,-0.739084,7,0.012828994,-0.007337134,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.254,1.436,1.253360,-5.915946,0.018324,0.784706236,0.005458927,0.021875267,-0.725999,7,0.013036091,-0.007455148,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.305,1.487,1.268443,-6.018264,0.018529,0.784703949,0.005132230,0.022138499,-0.713133,7,0.013200504,-0.007566627,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.356,1.538,1.282623,-6.118018,0.018654,0.784701775,0.004825592,0.022385998,-0.700566,7,0.013324553,-0.007693815,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.407,1.589,1.295957,-6.215195,0.018708,0.784699709,0.004537988,0.022618716,-0.688210,7,0.013344954,-0.007775404,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.458,1.640,1.308495,-6.309788,0.018762,0.784697748,0.004267300,0.022837547,-0.675935,7,0.013403340,-0.007870043,0.080000000
ros2_pendulum_ws,positive,0.2000,0.080000,22.509,1.691,1.320288,-6.401796,0.018687,0.784695887,0.004014021,0.023043369,-0.664020,7,0.013339862,-0.007963405,0.080000000
