workspace,elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_force_cmd_n,hinge_assist_torque_nm
real_balance_only_noassist,20.277,-85.048572,-32.484400,28.000000,0.707107042,8.379118791,-1.484377602,0.000000,6,20.000000000,0.000000000
real_balance_only_noassist,20.328,-61.344208,-29.331632,-100.137572,0.961682211,9.760995553,-1.070658407,0.000000,6,-260.000000000,0.000000000
real_balance_only_noassist,20.379,-32.762883,-39.000000,27.374923,0.840577747,5.436032069,-0.571820183,0.000000,6,-13.587157997,0.000000000
real_balance_only_noassist,20.430,-33.338115,-34.445508,104.427213,0.782078539,-3.932274139,-0.581859881,0.000000,6,136.079828893,0.000000000
real_balance_only_noassist,20.481,-48.488167,-23.445508,231.594695,0.784252934,-5.739776481,-0.846278158,0.000000,6,260.000000000,0.000000000
real_balance_only_noassist,20.533,-67.155216,-12.445508,300.000000,0.746243873,-7.097535787,-1.172079628,0.000000,6,260.000000000,0.000000000
real_balance_only_noassist,20.584,-90.134395,-1.445508,300.000000,0.693007677,-8.682282280,-1.573141960,0.000000,6,260.000000000,0.000000000
real_balance_only_noassist,20.636,-117.698197,9.554492,171.413175,0.629883134,-10.245440681,-2.054221059,0.000000,6,46.613714431,0.000000000
real_balance_only_noassist,20.686,-149.116174,20.554492,59.079303,0.573109089,-11.373990386,-2.602568203,0.000000,6,42.199502431,0.000000000
real_balance_only_noassist,20.737,177.604927,31.554492,26.741907,0.542457067,-11.641673817,3.099790746,0.000000,6,23.760558931,0.000000000
real_balance_only_noassist,20.789,138.392933,39.000000,-5.211767,1.412580272,-18.121700436,2.415412343,0.000000,6,-3.722690669,0.000000000
real_balance_only_noassist,20.840,88.085793,38.864648,-37.736733,1.476888323,-16.365978310,1.537387108,0.000000,6,-26.954809619,0.000000000
real_balance_only_noassist,20.892,46.911707,36.199685,-28.000000,1.359670367,-13.221311264,0.818763744,0.000000,6,-20.000000000,0.000000000
real_balance_only_noassist,20.942,14.726164,29.578146,-2.421827,1.156475568,-9.805167156,0.257020043,0.000000,6,-20.000000000,0.000000000
real_balance_only_noassist,20.994,-30.091588,29.702983,-27.507273,2.572143845,-21.448948338,-0.525197291,0.000000,6,42.255040000,0.000000000
real_balance_only_noassist,21.046,-88.050169,33.247323,-108.723818,1.868958122,-19.125944074,-1.536765357,0.000000,6,-77.659870019,0.000000000
real_balance_only_noassist,21.096,-146.570834,23.865629,-140.764083,1.851923160,-21.136505513,-2.558143639,0.000000,6,-95.994848219,0.000000000
real_balance_only_noassist,21.147,152.847500,12.865629,-172.852529,1.789020438,-20.891242202,2.667692130,0.000000,6,-123.466092269,0.000000000
real_balance_only_noassist,21.198,95.844844,1.865629,-205.213817,1.804692502,-19.054215615,1.672808101,0.000000,6,-141.915721469,0.000000000
real_balance_only_noassist,21.251,44.963750,-9.134371,-172.606526,1.816519598,-16.929821334,0.784765476,0.000000,6,-123.290375819,0.000000000
real_balance_only_noassist,21.302,-1.274176,-20.134371,-140.162518,1.780863159,-15.781002714,-0.022238558,0.000000,6,-100.116084119,0.000000000
real_balance_only_noassist,21.353,-46.571918,-31.134371,-108.127971,1.688848712,-16.021047617,-0.812833307,0.000000,6,-77.234264969,0.000000000
real_balance_only_noassist,21.404,-95.544760,-39.000000,0.000000,1.733841172,-18.569842298,-1.667570651,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,21.456,-150.971327,-39.000000,0.000000,1.606293174,-19.729411426,-2.634946734,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,21.507,152.722216,-38.928590,0.000000,1.523391409,-19.233789072,2.665505509,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,21.559,102.035553,-37.474548,21.370997,1.398596713,-16.492569671,1.780856361,0.000000,6,15.264997681,0.000000000
real_balance_only_noassist,21.609,58.203665,-31.886969,53.496843,1.497014390,-14.982141610,1.015845590,0.000000,6,33.676567681,0.000000000
real_balance_only_noassist,21.661,14.989384,-21.169755,85.938871,1.634167500,-14.686042652,0.261614108,0.000000,6,61.384908181,0.000000000
real_balance_only_noassist,21.713,-26.295988,-10.169755,118.496223,1.574223323,-14.405119519,-0.458951564,0.000000,6,84.640159381,0.000000000
real_balance_only_noassist,21.764,-68.831651,0.830245,150.708045,1.469113483,-15.289000297,-1.201338937,0.000000,6,107.648603581,0.000000000
real_balance_only_noassist,21.815,-115.002520,11.830245,130.986477,1.341602108,-16.696205821,-2.007172622,0.000000,6,98.216691331,0.000000000
real_balance_only_noassist,21.866,-164.540878,22.830245,98.865031,1.245983352,-17.548409191,-2.871780069,0.000000,6,70.617879031,0.000000000
real_balance_only_noassist,21.916,145.764563,33.830245,66.856356,1.222360856,-16.988016319,2.544071550,0.000000,6,52.403993581,0.000000000
real_balance_only_noassist,21.968,93.093528,39.000000,0.000000,1.917390079,-19.660660873,1.624788572,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,22.019,40.431364,39.000000,0.000000,1.925632043,-17.568036849,0.705660430,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,22.070,-7.209697,38.705204,-29.985161,1.778901736,-15.789270535,-0.125832954,0.000000,6,-16.813649219,0.000000000
real_balance_only_noassist,22.122,-46.985255,34.738555,-28.000000,1.315774581,-12.803169333,-0.820047406,0.000000,6,-20.000000000,0.000000000
real_balance_only_noassist,22.173,-83.183335,26.968884,48.446425,1.149671179,-13.329442375,-1.451823086,0.000000,6,163.471419996,0.000000000
real_balance_only_noassist,22.224,-122.798394,32.998467,-27.634560,0.938781752,-13.774422051,-2.143236300,0.000000,6,-19.122943998,0.000000000
real_balance_only_noassist,22.275,-172.615963,38.740409,-101.174955,1.973725375,-22.194994962,-3.012716901,0.000000,6,-67.686475919,0.000000000
real_balance_only_noassist,22.327,110.302122,30.189341,-133.782247,3.359277220,-27.852416400,1.925135194,0.000000,6,-90.868971119,0.000000000
real_balance_only_noassist,22.378,34.463114,19.189341,-114.162846,3.333065360,-25.578971950,0.601494805,0.000000,6,-86.064198269,0.000000000
real_balance_only_noassist,22.430,-37.054765,8.189341,-81.709948,3.175327601,-24.848384711,-0.646727654,0.000000,6,-63.028725269,0.000000000
real_balance_only_noassist,22.481,-109.688498,-2.810659,-75.241193,2.927834389,-25.824583274,-1.914425449,0.000000,6,-49.135363619,0.000000000
real_balance_only_noassist,22.532,175.122405,-13.810659,-107.429564,2.765377151,-26.286670209,3.056462569,0.000000,6,-72.139911269,0.000000000
real_balance_only_noassist,22.583,102.069415,-24.810659,-75.460839,2.750741739,-24.700158090,1.781447358,0.000000,6,-53.900599469,0.000000000
real_balance_only_noassist,22.634,35.188060,-35.810659,-43.373800,2.736549025,-22.491410784,0.614147500,0.000000,6,-30.981285869,0.000000000
real_balance_only_noassist,22.685,-43.494288,-39.000000,0.000000,4.178695911,-29.587294919,-0.759118536,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,22.736,-129.747321,-39.000000,20.953750,3.868487218,-30.524535113,-2.264517947,0.000000,6,10.427007181,0.000000000
real_balance_only_noassist,22.787,145.015697,-37.892025,53.323004,3.156543201,-27.774269177,2.531001382,0.000000,6,33.448651681,0.000000000
real_balance_only_noassist,22.839,76.266929,-28.884762,85.853649,2.492988956,-22.402196509,1.331109019,0.000000,6,56.608990231,0.000000000
real_balance_only_noassist,22.890,15.529105,-17.884762,118.052932,2.458399897,-20.542179924,0.271034005,0.000000,6,79.740351481,0.000000000
real_balance_only_noassist,22.942,-42.506463,-6.884762,150.441018,2.332299716,-20.313923755,-0.741877728,0.000000,6,107.457869731,0.000000000
real_balance_only_noassist,22.992,-102.420970,4.115238,156.702535,2.145069568,-21.430538783,-1.787583147,0.000000,6,116.633169481,0.000000000
real_balance_only_noassist,23.043,-165.552514,15.115238,124.902374,1.999051265,-22.285882805,-2.889436461,0.000000,6,93.711341281,0.000000000
real_balance_only_noassist,23.094,131.601805,26.115238,92.571224,1.968367734,-21.427211815,2.296884800,0.000000,6,70.797904681,0.000000000
real_balance_only_noassist,23.146,73.726738,37.115238,60.027467,1.989186407,-19.279707999,1.286774325,0.000000,6,42.876761881,0.000000000
real_balance_only_noassist,23.197,30.235027,39.000000,0.000000,1.504187519,-13.899341895,0.527700777,0.000000,6,0.000000000,0.000000000
real_balance_only_noassist,23.249,-8.003656,38.997360,-4.359219,1.470043871,-13.125034917,-0.139690146,0.000000,6,-3.113728169,0.000000000
real_balance_only_noassist,23.300,-44.073126,37.963044,-28.000000,1.250832132,-12.005325080,-0.769221163,0.000000,6,-20.000000000,0.000000000
real_balance_only_noassist,23.353,-77.145092,32.983452,-28.000000,1.011126374,-11.526318563,-1.346435849,0.000000,6,-20.000000000,0.000000000
real_balance_only_noassist,23.404,-112.233519,24.591204,-43.299838,0.922649459,-13.026191899,-1.958844437,0.000000,6,-30.928455419,0.000000000
real_balance_only_noassist,23.455,-152.962793,13.702008,-75.845752,0.898276066,-14.623536392,-2.669704366,0.000000,6,-54.175536869,0.000000000
real_balance_only_noassist,23.513,164.077515,2.482008,-111.921018,0.863359748,-14.562836443,2.863692863,0.000000,6,-75.047480069,0.000000000
real_balance_only_noassist,23.573,117.633469,-10.497992,-112.572346,0.879760432,-12.936004971,2.053091342,0.000000,6,-80.408818769,0.000000000
real_balance_only_noassist,23.624,83.971454,-21.495684,-41.971965,0.908652752,-10.897721715,1.465578344,0.000000,6,56.549050083,0.000000000
real_balance_only_noassist,23.674,49.393847,-22.860053,34.041625,1.526501080,-14.821481754,0.862085267,0.000000,6,200.039648000,0.000000000
real_balance_only_noassist,23.725,7.617493,-12.012519,-36.531089,1.518176653,-13.572394198,0.132950325,0.000000,6,15.432124230,0.000000000
real_balance_only_noassist,23.776,-32.185459,-1.347586,-41.896554,1.533244224,-14.219220866,-0.561742227,0.000000,6,-29.926110119,0.000000000
real_balance_only_noassist,23.827,-72.477058,8.395494,-22.408447,1.326069382,-14.278678058,-1.264963300,0.000000,6,-16.006033319,0.000000000
real_balance_only_noassist,23.879,-115.936955,16.147152,-33.775179,1.241921202,-15.977717750,-2.023481585,0.000000,6,-24.125127967,0.000000000
real_balance_only_noassist,23.929,-169.023930,18.059443,-65.503225,1.753112607,-20.892189641,-2.950024098,0.000000,6,-46.788018067,0.000000000
real_balance_only_noassist,23.981,121.280026,11.089634,-98.144707,2.879530539,-25.936812346,2.116735767,0.000000,6,-70.103361817,0.000000000
real_balance_only_noassist,24.033,50.153432,0.089634,-91.889789,2.926005012,-23.886089167,0.875342525,0.000000,6,-65.635563817,0.000000000
real_balance_only_noassist,24.085,-15.774865,-10.910366,-59.240432,2.826849676,-22.676135586,-0.275323328,0.000000,6,-42.314594617,0.000000000
real_balance_only_noassist,24.136,-81.461895,-21.910366,-26.542455,2.624485297,-23.312157741,-1.421778282,0.000000,6,-18.958896667,0.000000000
real_balance_only_noassist,24.188,-150.214937,-32.910366,6.183550,2.428067613,-24.373292790,-2.621745241,0.000000,6,4.416821333,0.000000000
real_balance_only_noassist,24.240,151.447126,-38.629796,38.594825,0.927196104,-14.827938199,2.643250989,0.000000,6,22.878457883,0.000000000
real_balance_only_noassist,24.291,118.061632,-33.144078,70.930376,0.562961932,-9.422780344,2.060564201,0.000000,6,50.664554333,0.000000000
real_balance_only_noassist,24.342,96.358499,-22.242096,89.855155,0.530993319,-6.746318639,1.681773069,0.000000,6,64.182253283,0.000000000
real_balance_only_noassist,24.393,80.364321,-11.242096,71.591186,0.549531758,-4.781495178,1.402622008,0.000000,6,51.136561325,0.000000000
real_balance_only_noassist,24.444,69.853308,-0.242096,69.793933,0.561522463,-2.914195651,1.219170226,0.000000,6,49.852808947,0.000000000
real_balance_only_noassist,24.496,64.476497,10.757904,72.503846,0.566970273,-1.171798700,1.125327162,0.000000,6,51.543316806,0.000000000
real_balance_only_noassist,24.548,63.935873,21.757904,46.538963,0.565760160,0.487004392,1.115891494,0.000000,6,37.990004500,0.000000000
real_balance_only_noassist,24.600,68.097939,32.757904,13.972853,0.556844639,2.125507902,1.188533244,0.000000,6,9.980609050,0.000000000
real_balance_only_noassist,24.651,80.071553,38.947518,-18.120877,0.617232785,6.268490422,1.397512231,0.000000,6,-12.943483550,0.000000000
real_balance_only_noassist,24.702,101.039138,37.145466,-50.348190,0.568272780,7.921636947,1.763465623,0.000000,6,-35.962992800,0.000000000
real_balance_only_noassist,24.753,123.745389,29.807675,-82.847333,0.398856121,7.490587805,2.159764472,0.000000,6,-59.176666250,0.000000000
real_balance_only_noassist,24.804,146.795211,18.807675,-115.078957,0.351347406,8.474605614,2.562059752,0.000000,6,-77.641163900,0.000000000
real_balance_only_noassist,24.857,172.111813,7.807675,-147.895823,0.326504621,8.983201624,3.003917823,0.000000,6,-105.639873650,0.000000000
real_balance_only_noassist,24.908,-162.441425,-3.192325,-180.385154,0.320968066,8.698933423,-2.835137708,0.000000,6,-124.125051050,0.000000000
real_balance_only_noassist,24.960,-139.095023,-14.192325,-210.000000,0.331522363,7.676212371,-2.427666123,0.000000,6,-150.000000000,0.000000000
