workspace,elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_velocity_cmd_mps,cart_force_cmd_n,hinge_assist_torque_nm,external_force_n,note
pid,6.124,-47.165240,-37.973745,26.485884,0.732487614,4.280777472,-0.823188727,0.000000,6,0.264858840,18.918488584,0.000000000,0.000000,swing_up
pid,6.145,-43.329413,-36.770407,55.982808,0.713104740,2.969212747,-0.756240916,0.000000,6,0.559828077,44.348091020,0.000000000,0.000000,swing_up
pid,6.166,-41.485562,-34.681977,28.000000,0.691059361,1.084391879,-0.724059643,0.000000,6,0.280000000,20.000000000,0.000000000,0.000000,swing_up
pid,6.187,-41.441347,-31.824799,28.000000,0.687012990,-0.337914890,-0.723287944,0.000000,6,0.280000000,20.000000000,0.000000000,0.000000,swing_up
pid,6.207,-42.861327,-28.400655,-22.673238,0.688733343,-1.475066024,-0.748071273,0.000000,6,-0.226732375,-24.592449001,0.000000000,0.000000,swing_up
pid,6.228,-44.391217,-25.266870,-73.803593,0.677391034,-1.071199282,-0.774772893,0.000000,6,-0.738035925,-69.587161406,0.000000000,0.000000,swing_up
pid,6.248,-43.984753,-23.771367,-75.041405,0.679690242,1.112292307,-0.767678760,0.000000,6,-0.750414052,-70.533669591,0.000000000,0.000000,swing_up
pid,6.268,-40.585920,-24.594199,-23.860063,0.739275038,3.495505487,-0.708357942,0.000000,6,-0.238600627,-25.494088194,0.000000000,0.000000,swing_up
pid,6.291,-35.824393,-26.624680,31.059440,0.780457527,4.180126619,-0.625253602,0.000000,6,0.310594398,22.835074005,0.000000000,0.000000,swing_up
pid,6.312,-32.001816,-28.437517,31.148662,0.755228064,2.741376507,-0.558537050,0.000000,6,0.311486623,22.913589800,0.000000000,0.000000,swing_up
pid,6.332,-30.383450,-29.296217,-20.805665,0.736158633,1.145745176,-0.530291246,0.000000,6,-0.208056652,-22.806218400,0.000000000,0.000000,swing_up
pid,6.353,-28.779842,-30.380606,-37.824801,0.748926234,1.774612982,-0.502303002,0.000000,6,-0.469577852,-45.820083999,0.000000000,0.000000,swing_up
