workspace,phase,elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_velocity_cmd_mps,cart_force_cmd_n,hinge_assist_torque_nm,note
pendulum_real_ws,BALANCE,24.240,-0.223603,-2.747499,-9.557478,0.785249277,0.336253203,-0.003902616,-4.768189,7,-0.095574780,59.558842598,-1.058448476,manual_A_near_upright
pendulum_real_ws,BALANCE,24.291,-2.171067,-1.072206,5.104506,0.802604503,2.126392393,-0.037892274,-4.750916,7,0.051045064,-150.000000000,-0.346238158,manual_A_near_upright
pendulum_real_ws,BALANCE,24.345,-3.224131,-2.865931,20.387585,0.802615112,-2.146870775,-0.056271705,-4.733839,7,0.203875854,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,24.397,-0.112410,0.573173,-22.188772,0.785264127,0.340911359,-0.001961929,-4.733839,7,-0.221887722,-150.000000000,-4.568938422,manual_A_near_upright
pendulum_real_ws,BALANCE,24.448,-3.875244,1.497546,21.496506,0.787098682,0.893850620,-0.067635768,-4.733839,7,0.214965058,-150.000000000,-2.555961027,manual_A_near_upright
pendulum_real_ws,BALANCE,24.500,-0.680220,0.950276,6.020505,0.796248153,-1.693797978,-0.011872078,-4.716284,7,0.060205054,150.000000000,5.473577881,manual_A_near_upright
pendulum_real_ws,BALANCE,24.553,0.254076,3.913894,-8.768203,0.811082271,2.563500023,0.004434459,-4.700156,7,-0.087682028,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,24.606,-3.552331,0.890404,36.381524,0.790324120,-1.252803682,-0.061999880,-4.700156,7,0.363815242,97.855413588,4.287971245,manual_A_near_upright
pendulum_real_ws,BALANCE,24.657,1.299577,2.618923,-6.548114,0.784721921,0.075589435,0.022681894,-4.700156,7,-0.065481136,98.619663441,-0.343954716,manual_A_near_upright
pendulum_real_ws,BALANCE,24.709,-2.021440,2.225112,9.888476,0.791321596,1.300556399,-0.035280778,-4.682294,7,0.098884758,-150.000000000,-4.003016977,manual_A_near_upright
pendulum_real_ws,BALANCE,24.760,-1.535895,-2.005333,24.469301,0.812062009,-2.617393100,-0.026806433,-4.682294,7,0.244693008,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,24.812,0.564048,0.297794,-19.647576,0.796150307,1.685921204,0.009844499,-4.682294,7,-0.196475762,-150.000000000,-5.439248098,manual_A_near_upright
pendulum_real_ws,BALANCE,24.863,-1.798917,-2.704529,22.676312,0.784698401,0.151487292,-0.031397022,-4.666007,7,0.226763124,-76.907129175,-0.343472736,manual_A_near_upright
pendulum_real_ws,BALANCE,24.915,-0.577110,-6.216808,8.381591,0.816527743,-2.817252551,-0.010072467,-4.666007,7,0.083815914,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,24.967,-1.229769,-2.598628,-5.880473,0.805814887,2.297023613,-0.021463518,-4.648949,7,-0.058804732,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,25.018,-3.551741,-4.809594,37.014256,0.793811433,-1.562460441,-0.061989580,-4.631889,7,0.370142556,150.000000000,5.278826522,manual_A_near_upright
pendulum_real_ws,BALANCE,25.071,-0.033045,-0.565639,-8.124129,0.785765792,0.491390134,-0.000576747,-4.614404,7,-0.081241286,7.747482095,-1.569853068,manual_A_near_upright
pendulum_real_ws,BALANCE,25.123,-4.194464,0.152406,34.901231,0.784254560,0.355522272,-0.073207209,-4.614404,7,0.349012314,-150.000000000,-0.808238829,manual_A_near_upright
pendulum_real_ws,BALANCE,25.176,0.587958,0.685755,20.156821,0.794899573,-1.590615720,0.010261795,-4.614404,7,0.201568206,150.000000000,5.043792228,manual_A_near_upright
pendulum_real_ws,BALANCE,25.227,-0.006172,2.991906,5.361171,0.815727614,2.780630158,-0.000107721,-4.597984,7,0.053611712,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,25.278,-1.121222,-3.417060,19.754651,0.825594246,-3.196458121,-0.019569019,-4.597984,7,0.197546510,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,25.331,1.057415,0.270059,-23.607462,0.793926244,1.516003606,0.018455366,-4.597984,7,-0.236074622,-150.000000000,-4.934260687,manual_A_near_upright
pendulum_real_ws,BALANCE,25.383,-2.235585,-2.469901,20.396481,0.784590152,-0.149008724,-0.039018311,-4.597984,7,0.203964810,-57.653545339,0.652410318,manual_A_near_upright
pendulum_real_ws,BALANCE,25.434,-0.436720,-2.135882,5.511561,0.795223050,-1.615119869,-0.007622205,-4.581729,7,0.055115606,150.000000000,1.215945465,manual_A_near_upright
pendulum_real_ws,BALANCE,25.486,0.581689,2.062918,-33.872425,0.794607210,1.567436784,0.010152392,-4.581729,7,-0.338724252,-150.000000000,-5.061483475,manual_A_near_upright
pendulum_real_ws,BALANCE,25.539,-2.560829,0.883908,8.414211,0.784670888,-0.256299928,-0.044694904,-4.581729,7,0.084142108,-65.554602549,1.021286837,manual_A_near_upright
pendulum_real_ws,BALANCE,25.590,-0.379864,2.216728,-4.878953,0.789579536,-1.094093180,-0.006629873,-4.565600,7,-0.048789530,150.000000000,3.530932606,manual_A_near_upright
pendulum_real_ws,BALANCE,25.642,1.227847,8.085510,-19.599508,0.832304086,3.449426976,0.021429966,-4.565600,7,-0.195995078,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,25.693,-0.976646,4.981870,24.045876,0.788188261,-0.928071464,-0.017045692,-4.549058,7,0.240458758,79.984226593,3.046534300,manual_A_near_upright
pendulum_real_ws,BALANCE,25.745,1.598808,5.125779,-2.419999,0.789983554,-1.155023510,0.027904461,-4.549058,7,-0.024199989,150.000000000,3.570505160,manual_A_near_upright
pendulum_real_ws,BALANCE,25.796,1.007462,7.250708,-17.418834,0.814094767,2.709032424,0.017583529,-4.533605,7,-0.174188345,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,25.848,-0.205341,2.828315,-3.166060,0.808341183,-2.426092680,-0.003583883,-4.533605,7,-0.031660603,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,25.899,2.522527,5.354456,-15.978050,0.784543428,0.175830468,0.044026409,-4.533605,7,-0.159780497,39.549325436,-0.760776338,manual_A_near_upright
pendulum_real_ws,BALANCE,25.951,1.528916,4.662284,-1.513385,0.799559915,1.930000941,0.026684615,-4.517669,7,-0.015133855,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.003,0.385710,-0.795943,42.139526,0.785837129,-0.511375599,0.006731901,-4.501466,7,0.421395259,74.610393892,1.606108364,manual_A_near_upright
pendulum_real_ws,BALANCE,26.056,3.023909,-1.889419,-1.502925,0.784415633,0.201250496,0.052777160,-4.485145,7,-0.015029247,100.019878149,-0.881498806,manual_A_near_upright
pendulum_real_ws,BALANCE,26.108,-0.683222,-3.426728,12.316394,0.793860842,1.507376856,-0.011924474,-4.485145,7,0.123163941,-150.000000000,-4.769945805,manual_A_near_upright
pendulum_real_ws,BALANCE,26.159,-1.149317,-6.269802,27.157119,0.807353670,-2.378687344,-0.020059372,-4.469124,7,0.271571193,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.211,2.345823,-4.403721,-17.401724,0.790698639,1.247745807,0.040942336,-4.453384,7,-0.174017237,-79.475567327,-4.177027095,manual_A_near_upright
pendulum_real_ws,BALANCE,26.264,-2.436149,-6.912936,25.911990,0.784653679,-0.228213350,-0.042518815,-4.453384,7,0.259119901,-71.121920794,0.921617389,manual_A_near_upright
pendulum_real_ws,BALANCE,26.315,-0.223763,-5.721129,11.009469,0.787916121,-0.883050657,-0.003905403,-4.436722,7,0.110094689,150.000000000,2.843336418,manual_A_near_upright
pendulum_real_ws,BALANCE,26.368,-0.219723,0.516264,-2.723704,0.824795450,3.162211870,-0.003834884,-4.436722,7,-0.027237037,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.420,-2.159900,-0.860337,41.357287,0.807699152,-2.407173514,-0.037697367,-4.420035,7,0.413572871,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.472,0.973310,4.034865,-2.119720,0.784934027,0.218313841,0.016987467,-4.403638,7,-0.021197199,11.399248330,-0.775047891,manual_A_near_upright
pendulum_real_ws,BALANCE,26.524,-0.902148,6.021362,11.531122,0.808150315,2.418623340,-0.015745452,-4.403638,7,0.115311215,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.576,-0.007993,3.179739,26.479504,0.808187409,-2.418026696,-0.000139499,-4.403638,7,0.264795039,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.628,2.287130,7.016161,-17.145442,0.801436742,2.058478416,0.039917952,-4.403638,7,-0.171454425,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.679,-0.148177,4.289722,27.495436,0.784799021,-0.009127748,-0.002586178,-4.387232,7,0.274954363,-74.475794823,0.040846595,manual_A_near_upright
pendulum_real_ws,BALANCE,26.731,1.579429,1.470231,13.222225,0.807788380,-2.405070802,0.027566237,-4.387232,7,0.132222249,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.783,1.468151,3.592500,-1.210955,0.806764618,2.350182697,0.025624069,-4.371949,7,-0.012109547,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.835,-1.737573,0.554733,41.694822,0.788676488,-1.007089491,-0.030326373,-4.371949,7,0.416948215,67.620744345,3.359155049,manual_A_near_upright
pendulum_real_ws,BALANCE,26.887,2.496009,0.592920,-2.027318,0.785175379,-0.432338237,0.043563583,-4.371949,7,-0.020273185,150.000000000,1.187446234,manual_A_near_upright
pendulum_real_ws,BALANCE,26.940,-1.158236,1.430094,12.777715,0.803689983,2.177737190,-0.020215040,-4.371949,7,0.127777151,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,26.991,-0.607711,-1.170602,26.943663,0.811551126,-2.587141205,-0.010606560,-4.355988,7,0.269436627,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,27.044,1.112418,3.120430,-17.643634,0.786636732,0.691138196,0.019415360,-4.339088,7,-0.176436339,-79.940816122,-2.299011348,manual_A_near_upright
pendulum_real_ws,BALANCE,27.095,-2.258619,3.825437,25.426610,0.784861029,-0.302438874,-0.039420338,-4.339088,7,0.254266101,-101.682151003,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,27.147,2.015863,5.650126,9.738622,0.792034160,-1.367205712,0.035183438,-4.339088,7,0.097386217,150.000000000,4.216732808,manual_A_near_upright
pendulum_real_ws,BALANCE,27.198,2.624634,8.125287,-3.784813,0.808148520,2.437219626,0.045808498,-4.323462,7,-0.037848127,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,27.250,-0.921761,5.443566,39.282497,0.789963994,-1.141793812,-0.016087769,-4.323462,7,0.392824969,71.068828035,3.726135158,manual_A_near_upright
pendulum_real_ws,BALANCE,27.303,3.360220,5.855476,-4.706388,0.784808610,-0.413291083,0.058646904,-4.323462,7,-0.047063879,150.000000000,-4.481009570,manual_A_near_upright
pendulum_real_ws,BALANCE,27.355,-0.166237,7.088048,8.650920,0.796926667,1.741286808,-0.002901391,-4.323462,7,0.086509197,-80.791967973,0.778547613,manual_A_near_upright
pendulum_real_ws,BALANCE,27.406,0.681407,4.300836,22.937721,0.815782120,-2.784325313,0.011892790,-4.307619,7,0.229377209,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,27.458,1.495770,9.953374,8.210714,0.822912414,3.092172471,0.026106111,-4.307619,7,0.082107135,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,27.510,-0.169619,6.141637,52.129684,0.787711749,-0.853444337,-0.002960415,-4.291598,7,0.521296837,87.991864273,2.744343748,manual_A_near_upright
pendulum_real_ws,BALANCE,27.562,2.332730,5.952184,8.804920,0.785868822,-0.590339099,0.040713827,-4.291598,7,0.088049197,150.000000000,1.705872897,manual_A_near_upright
pendulum_real_ws,BALANCE,27.614,-0.530692,7.722066,23.746946,0.807177221,2.366117782,-0.009262315,-4.291598,7,0.237469461,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,27.666,-0.684354,5.043321,38.131528,0.805816600,-2.293719146,-0.011944236,-4.276503,7,0.381315275,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,27.719,2.406604,7.042673,1.980274,0.785690011,0.555902221,0.042003161,-4.276503,7,0.019802743,1.414481630,-1.967901329,manual_A_near_upright
pendulum_real_ws,BALANCE,27.771,-0.308154,6.246375,16.298171,0.791343841,1.279601164,-0.005378303,-4.276503,7,0.162981709,-150.000000000,-4.070521362,manual_A_near_upright
pendulum_real_ws,BALANCE,27.824,-0.190232,2.728366,31.098414,0.808847229,-2.452008941,-0.003320180,-4.276503,7,0.310984137,150.000000000,4.934248967,manual_A_near_upright
pendulum_real_ws,BALANCE,27.875,2.226052,6.485338,-13.418579,0.809877032,2.518588580,0.038851945,-4.261773,7,-0.134185791,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,27.927,-0.758865,2.596377,1.037286,0.785183028,-0.323050019,-0.013244691,-4.261773,7,0.010372861,-12.859567526,1.093361172,manual_A_near_upright
pendulum_real_ws,BALANCE,27.979,1.250222,1.394842,-13.864553,0.794821063,-1.590163220,0.021820490,-4.245656,7,-0.138645533,150.000000000,4.990330100,manual_A_near_upright
pendulum_real_ws,BALANCE,28.031,1.472882,3.946212,-28.560758,0.808951357,2.463787991,0.025706648,-4.230415,7,-0.285607579,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,28.083,-0.221595,-1.054081,14.403981,0.787936033,-0.885856655,-0.003867558,-4.215333,7,0.144039807,109.552461243,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,28.135,4.034260,-0.241221,-58.269391,0.791420560,1.377757616,0.070411115,-4.215333,7,-0.582693907,-69.489957551,-4.725674390,manual_A_near_upright
pendulum_real_ws,BALANCE,28.188,-1.328086,-4.703794,-13.322851,0.784755968,-0.123874323,-0.023179476,-4.215333,7,-0.133228513,-59.747285632,0.500705477,manual_A_near_upright
pendulum_real_ws,BALANCE,28.239,0.719112,-5.027371,-27.081057,0.796073459,-1.681098189,0.012550866,-4.200144,7,-0.270810573,150.000000000,5.323035308,manual_A_near_upright
pendulum_real_ws,BALANCE,28.291,2.031994,-1.701466,-41.287681,0.822592668,3.083805109,0.035464980,-4.200144,7,-0.412876805,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,28.343,-1.602746,-6.723061,2.635497,0.797080701,-1.763109273,-0.027973202,-4.200144,7,0.026354967,150.000000000,6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,28.395,1.478471,-4.900703,-41.371182,0.785283286,-0.391765247,0.025804180,-4.184447,7,-0.413711821,129.249982372,1.137529981,manual_A_near_upright
pendulum_real_ws,BALANCE,28.447,-0.155573,-2.107759,-26.183144,0.800828428,2.001866255,-0.002715259,-4.184447,7,-0.261831435,-150.000000000,-6.000000000,manual_A_near_upright
pendulum_real_ws,BALANCE,28.499,-1.722247,-3.819709,18.259147,0.795336263,-1.636575931,-0.030058887,-4.184447,7,0.182591467,150.000000000,5.372307971,manual_A_near_upright
