workspace,elapsed_s,degree_deg,cmX_cm,setspeed_cm_s,energy_j,theta_dot_rad_s,theta_rad,x_center_cm,mode,cart_velocity_cmd_mps,cart_force_cmd_n,hinge_assist_torque_nm,external_force_n,note
lqr,21.634,-1.694303,1.795722,-0.894995,0.784736511,-0.164367025,-0.029571170,0.037997,7,-0.008949946,-0.639281888,0.000000000,0.000000,recover
lqr,21.654,-1.870219,2.052037,-0.980027,0.784680102,-0.149271525,-0.032641477,0.037722,7,-0.009800266,-0.700019031,0.000000000,0.000000,recover
lqr,21.674,-2.027987,2.287838,-1.055720,0.784625162,-0.133171019,-0.035395057,0.037458,7,-0.010557204,-0.754086003,0.000000000,0.000000,recover
lqr,21.704,-2.228408,2.599539,-1.150565,0.784549441,-0.107459172,-0.038893058,0.037063,7,-0.011505645,-0.821831788,0.000000000,0.000000,recover
lqr,21.725,-2.336684,2.777328,-1.200808,0.784505761,-0.089502977,-0.040782828,0.036794,7,-0.012008078,-0.857719880,0.000000000,0.000000,recover
lqr,21.746,-2.423979,2.929783,-1.240352,0.784469096,-0.071078571,-0.042306418,0.036527,7,-0.012403523,-0.885965907,0.000000000,0.000000,recover
lqr,21.767,-2.489889,3.056027,-1.269005,0.784440496,-0.052344973,-0.043456764,0.036262,7,-0.012690046,-0.906431858,0.000000000,0.000000,recover
lqr,21.787,-2.534193,3.155409,-1.286702,0.784420717,-0.033462247,-0.044230004,0.036001,7,-0.012867020,-0.919072829,0.000000000,0.000000,recover
lqr,21.818,-2.560099,3.253268,-1.292731,0.784408461,-0.005204188,-0.044682155,0.035623,7,-0.012927312,-0.923379397,0.000000000,0.000000,recover
lqr,21.838,-2.550607,3.284182,-1.283256,0.784411965,0.013362692,-0.044516496,0.035365,7,-0.012832561,-0.916611529,0.000000000,0.000000,recover
lqr,21.858,-2.520157,3.287790,-1.263777,0.784424451,0.031524322,-0.043985044,0.035114,7,-0.012637769,-0.902697784,0.000000000,0.000000,recover
lqr,21.879,-2.469354,3.264494,-1.234986,0.784445275,0.049128608,-0.043098364,0.034858,7,-0.012508774,-0.893483834,0.000000000,0.000000,recover
lqr,21.900,-2.398889,3.214877,-1.194722,0.784473593,0.066098852,-0.041868503,0.034605,7,-0.011947221,-0.853372896,0.000000000,0.000000,recover
lqr,21.930,-2.258286,3.092922,-1.117608,0.784527635,0.089990443,-0.039414528,0.034243,7,-0.011176080,-0.798291426,0.000000000,0.000000,recover
lqr,21.961,-2.079041,2.917180,-1.021521,0.784591573,0.111666174,-0.036286113,0.033872,7,-0.010555353,-0.753953761,0.000000000,0.000000,recover
lqr,21.981,-1.940130,2.772316,-0.948060,0.784637266,0.124709332,-0.033861655,0.033629,7,-0.009856788,-0.704056312,0.000000000,0.000000,recover
lqr,22.002,-1.787288,2.607054,-0.867887,0.784683650,0.136520002,-0.031194059,0.033384,7,-0.008678872,-0.619919436,0.000000000,0.000000,recover
lqr,22.023,-1.621994,2.423071,-0.781787,0.784729233,0.147019495,-0.028309137,0.033143,7,-0.007817869,-0.558419184,0.000000000,0.000000,recover
lqr,22.044,-1.436736,2.211719,-0.685223,0.784774703,0.156577124,-0.025075776,0.032904,7,-0.006852233,-0.489445194,0.000000000,0.000000,recover
lqr,22.064,-1.260432,2.006323,-0.598416,0.784812316,0.163753970,-0.021998697,0.032670,7,-0.005984161,-0.427440076,0.000000000,0.000000,recover
lqr,22.095,-0.968533,1.658789,-0.444761,0.784863132,0.172622651,-0.016904090,0.032321,7,-0.004447613,-0.317686618,0.000000000,0.000000,recover
lqr,22.115,-0.767309,1.414374,-0.343360,0.784889498,0.176553930,-0.013392073,0.032087,7,-0.003433599,-0.245257056,0.000000000,0.000000,recover
lqr,22.136,-0.562820,1.162305,-0.239581,0.784909223,0.178993783,-0.009823068,0.031855,7,-0.002916782,-0.208341541,0.000000000,0.000000,recover
lqr,22.157,-0.356792,0.904773,-0.135351,0.784921874,0.179918138,-0.006227201,0.031624,7,-0.001353510,-0.096679281,0.000000000,0.000000,recover
lqr,22.178,-0.150960,0.643992,-0.031837,0.784927284,0.179336076,-0.002634744,0.031398,7,-0.000318371,-0.022740803,0.000000000,0.000000,recover
lqr,22.198,0.052981,0.382164,0.070435,0.784925549,0.177283042,0.000924685,0.031171,7,0.000195124,0.013937443,0.000000000,0.000000,recover
lqr,22.219,0.253373,0.121464,0.170563,0.784916984,0.173796736,0.004422199,0.030946,7,0.001705634,0.121831013,0.000000000,0.000000,recover
lqr,22.240,0.448617,-0.135970,0.267744,0.784902118,0.168927377,0.007829839,0.030721,7,0.002677439,0.191245609,0.000000000,0.000000,recover
lqr,22.260,0.637176,-0.388066,0.361228,0.784881669,0.162736771,0.011120820,0.030501,7,0.003612280,0.258020028,0.000000000,0.000000,recover
lqr,22.291,0.904323,-0.751848,0.493008,0.784842488,0.151131992,0.015783406,0.030173,7,0.004930084,0.352148846,0.000000000,0.000000,recover
lqr,22.321,1.148649,-1.092787,0.612670,0.784796218,0.136994654,0.020047709,0.029855,7,0.006126704,0.437621747,0.000000000,0.000000,recover
lqr,22.352,1.366154,-1.405101,0.718315,0.784746679,0.120643739,0.023843882,0.029537,7,0.007183151,0.513082189,0.000000000,0.000000,recover
